file,size_kb,ptx_version,sm_target,kernel_count,total_static_instructions,unique_opcodes,max_vreg_per_kernel,shared_mem_max_bytes,l2_pressure_score,l2_contention_risk,coalescing_ratio,shared_to_global_ratio,arithmetic_intensity,atomic_density_per1k,primary_domain,compute,memory,overhead,ld_global,st_global,ld_shared,st_shared,atom_global,red_global,cp_async,vector_ld,coalesced_patterns,uncoalesced_patterns,shared_bank_risk,predicated_branches
00256_optimized_fused_3d_norm_base.ptx,11.31,8.5,sm_87,1,279,36,130,0,25,LOW,1.0,0.32,3.242,0.0,HPC_REDUCTION,120,38,121,20,5,4,4,0,0,0,0,9,0,0,14
00257_bmm_unroll_pragma_optimized_base.ptx,9.0,8.5,sm_87,1,187,25,111,0,3,LOW,1.0,22.0,0.899,0.0,AI_TRAINING,71,75,41,2,1,64,2,0,0,0,0,1,0,0,6
00257_linear_kernel_combined_base.ptx,6.49,8.5,sm_87,1,130,34,70,0,4,LOW,1.0,0.5,5.167,0.0,HPC_REDUCTION,41,14,75,3,1,1,1,0,0,0,0,4,0,0,7
00258_bmm_shared_memory_optimization_base.ptx,8.71,8.5,sm_87,1,185,25,111,0,3,LOW,1.0,22.0,0.884,0.0,AI_TRAINING,69,75,41,2,1,64,2,0,0,0,0,1,0,0,5
00258_optimized_layernorm_kernel_base.ptx,10.83,8.5,sm_87,1,251,33,130,0,25,LOW,1.0,2.08,1.325,0.0,HPC_STENCIL,119,82,50,20,5,34,18,0,0,0,0,9,0,0,18
00259_bmm_constant_mem_base_base.ptx,8.39,8.5,sm_87,1,187,25,111,0,3,LOW,1.0,22.0,0.861,0.0,AI_TRAINING,71,75,41,2,1,64,2,0,0,0,0,1,0,0,6
00259_fused_atomic_layernorm_base.ptx,10.11,8.5,sm_87,1,217,34,104,0,25,LOW,1.0,0.16,3.241,0.0,HPC_REDUCTION,105,36,76,20,5,2,2,0,0,0,0,9,0,0,12
00259_optimized_memory_access_3_deepnarrowmlp_base_base.ptx,6.76,8.5,sm_87,1,127,34,67,0,4,LOW,1.0,0.5,5.167,0.0,HPC_REDUCTION,41,14,72,3,1,1,1,0,0,0,0,4,0,0,7
00260_bmm_shared_memory_optimized_base.ptx,8.89,8.5,sm_87,1,185,25,111,0,3,LOW,1.0,22.0,0.899,0.0,AI_TRAINING,70,75,40,2,1,64,2,0,0,0,0,1,0,0,5
00260_warp_optimized_layernorm_base_base.ptx,12.35,8.5,sm_87,1,283,35,130,0,25,LOW,1.0,0.32,3.303,0.0,HPC_FFT,121,38,124,20,5,4,4,0,0,0,0,9,0,0,14
00261_modular_batched_matrix_multiplication_base.ptx,5.51,8.5,sm_87,1,100,24,44,0,11,LOW,1.0,0.0,4.455,0.0,HPC_LINEAR_ALGEBRA,55,18,27,10,1,0,0,0,0,0,0,4,0,0,6
00261_modular_optimized_norm_base_base.ptx,11.44,8.5,sm_87,1,280,36,130,0,25,LOW,1.0,0.32,3.242,0.0,HPC_REDUCTION,120,38,122,20,5,4,4,0,0,0,0,9,0,0,14
00261_shared_weight_linear_kernel_base_base.ptx,10.27,8.5,sm_87,1,253,38,133,0,16,LOW,1.0,1.0,2.375,0.0,HPC_REDUCTION,100,40,113,15,1,8,8,0,0,0,0,5,0,0,23
00262_3_batched_matrix_multiplication_optimized_base.ptx,6.52,8.5,sm_87,1,138,27,78,0,3,LOW,1.0,5.333,2.789,0.0,HPC_STENCIL,67,25,46,2,1,14,2,0,0,0,0,3,0,0,11
00262_load_balanced_mlp_base_base.ptx,21.63,8.5,sm_87,1,626,33,306,0,24,LOW,1.0,0.5,4.917,0.0,HPC_REDUCTION,212,44,370,16,8,8,4,0,0,0,0,24,0,0,43
00263_bmm_stride_loop_base.ptx,7.91,8.5,sm_87,1,187,28,116,0,20,LOW,1.0,0.0,5.85,0.0,AI_TRAINING,129,27,31,14,6,0,0,0,0,0,0,12,0,0,12
00263_strided_linear_kernel_base.ptx,6.46,8.5,sm_87,1,130,34,70,0,4,LOW,1.0,0.5,5.167,0.0,HPC_REDUCTION,41,14,75,3,1,1,1,0,0,0,0,4,0,0,7
00264_bmm_tiled_base.ptx,6.4,8.5,sm_87,1,129,22,63,0,3,LOW,1.0,11.333,1.162,0.0,AI_TRAINING,51,43,35,2,1,32,2,0,0,0,0,2,0,0,5
00264_minimized_divergence_norm_base.ptx,10.32,8.5,sm_87,1,217,34,104,0,25,LOW,1.0,0.16,3.241,0.0,HPC_REDUCTION,105,36,76,20,5,2,2,0,0,0,0,9,0,0,12
00264_reduced_sync_linear_kernel_base.ptx,6.6,8.5,sm_87,1,130,34,70,0,4,LOW,1.0,0.5,5.167,0.0,HPC_REDUCTION,41,14,75,3,1,1,1,0,0,0,0,4,0,0,7
00265_minimal_sync_combined_mlp_base.ptx,7.32,8.5,sm_87,1,154,33,70,0,10,LOW,1.0,0.2,3.75,0.0,HPC_REDUCTION,56,20,78,9,1,1,1,0,0,0,0,5,0,0,10
00265_modular_batched_matrix_multiplication_edit_1.ptx,5.53,8.5,sm_87,1,100,24,44,0,11,LOW,1.0,0.0,4.455,0.0,HPC_LINEAR_ALGEBRA,55,18,27,10,1,0,0,0,0,0,0,4,0,0,6
00265_modular_fused_layernorm_modular_base.ptx,11.65,8.5,sm_87,1,285,37,145,0,25,LOW,1.0,0.0,4.76,0.0,HPC_REDUCTION,136,48,101,20,5,0,0,0,0,0,0,9,0,0,18
00266_3_batched_matrix_multiplication_optimized_edit_1.ptx,6.52,8.5,sm_87,1,137,28,77,0,3,LOW,1.0,5.333,2.737,0.0,HPC_STENCIL,66,25,46,2,1,14,2,0,0,0,0,3,0,0,11
00266_modular_device_functions_3_deepnarrowmlp_base.ptx,6.66,8.5,sm_87,1,130,34,60,0,4,LOW,1.0,0.5,4.333,0.0,HPC_REDUCTION,37,14,79,3,1,1,1,0,0,0,0,2,0,0,7
00266_modular_fused_atomic_layernorm_base.ptx,10.22,8.5,sm_87,1,217,34,104,0,25,LOW,1.0,0.16,3.241,0.0,HPC_REDUCTION,105,36,76,20,5,2,2,0,0,0,0,9,0,0,12
00267_uniform_control_flow_linear_kernel_base_base.ptx,6.78,8.5,sm_87,1,134,37,73,0,4,LOW,1.0,0.5,5.667,0.0,HPC_REDUCTION,43,14,77,3,1,1,1,0,0,0,0,4,0,0,7
00267_unrolled_fused_norm_base_base.ptx,17.14,8.5,sm_87,1,413,35,211,0,68,MEDIUM,1.0,0.059,2.625,0.0,HPC_REDUCTION,230,79,104,56,12,2,2,0,0,0,0,9,0,0,42
00268_adaptive_strided_linear_kernel_base_base.ptx,15.05,8.5,sm_87,1,383,40,169,0,58,MEDIUM,1.0,0.034,2.717,0.0,HPC_REDUCTION,198,69,116,57,1,1,1,0,0,0,0,18,0,0,35
00269_bmm_tiled_modular_function_base.ptx,6.18,8.5,sm_87,1,122,26,79,0,3,LOW,1.0,7.333,1.72,0.0,AI_TRAINING,51,31,40,2,1,20,2,0,0,0,0,1,0,0,5
00269_unrolled_linear_kernel_base_base.ptx,9.19,8.5,sm_87,1,216,39,92,0,20,LOW,1.0,0.1,3.5,0.0,HPC_REDUCTION,90,30,96,19,1,1,1,0,0,0,0,5,0,0,13
00269_warp_uniform_layernorm_base_base.ptx,10.16,8.5,sm_87,1,217,34,104,0,25,LOW,1.0,0.16,3.241,0.0,HPC_REDUCTION,105,36,76,20,5,2,2,0,0,0,0,9,0,0,12
00270_bmm_streamed_tiled_base.ptx,6.69,8.5,sm_87,1,132,22,63,0,3,LOW,1.0,11.333,1.216,0.0,AI_TRAINING,53,44,35,2,1,32,2,0,0,0,0,2,0,0,5
00270_warp_only_reduction_base.ptx,6.15,8.5,sm_87,1,118,31,46,0,12,LOW,1.0,0.0,3.167,0.0,HPC_REDUCTION,47,20,51,11,1,0,0,0,0,0,0,5,0,0,8
00271_optimized_linear_relu_kernel_base.ptx,6.66,8.5,sm_87,1,130,34,70,0,4,LOW,1.0,0.5,5.167,0.0,HPC_REDUCTION,41,14,75,3,1,1,1,0,0,0,0,4,0,0,7
00273_bmm_tiled_modular_function_edit_1.ptx,6.84,8.5,sm_87,1,146,28,79,0,3,LOW,1.0,7.333,2.08,0.0,AI_TRAINING,60,31,55,2,1,20,2,0,0,0,0,1,0,0,5
00273_linear_combined_base.ptx,10.84,8.5,sm_87,2,251,31,70,0,8,LOW,1.0,0.5,5.25,0.0,HPC_REDUCTION,77,26,148,6,2,2,2,0,0,0,0,8,0,0,14
00274_bmm_streamed_tiled_edit_1.ptx,6.72,8.5,sm_87,1,132,22,63,0,3,LOW,1.0,11.333,1.216,0.0,AI_TRAINING,53,44,35,2,1,32,2,0,0,0,0,2,0,0,5
00274_linear_combined_base.ptx,6.37,8.5,sm_87,1,129,33,66,0,4,LOW,1.0,0.5,5.0,0.0,HPC_REDUCTION,40,14,75,3,1,1,1,0,0,0,0,4,0,0,7
00275_unrolled_layernorm_base.ptx,10.02,8.5,sm_87,1,217,34,104,0,25,LOW,1.0,0.16,3.241,0.0,HPC_REDUCTION,105,36,76,20,5,2,2,0,0,0,0,9,0,0,12
00276_constant_memory_layernorm_base_base.ptx,9.89,8.5,sm_87,1,216,36,104,0,15,LOW,1.0,0.267,3.241,0.0,HPC_REDUCTION,105,34,77,10,5,2,2,0,0,0,0,9,0,0,12
00276_optimal_block_linear_kernel_base.ptx,10.88,8.5,sm_87,2,251,31,70,0,8,LOW,1.0,0.5,5.25,0.0,HPC_REDUCTION,77,26,148,6,2,2,2,0,0,0,0,8,0,0,14
00277_optimized_hierarchical_reduction_base_base.ptx,8.73,8.5,sm_87,1,178,36,88,0,7,LOW,1.0,1.0,3.214,0.0,HPC_REDUCTION,63,22,93,6,1,5,2,0,0,0,0,4,0,0,14
00278_bmm_tiled_unrolled_base.ptx,16.89,8.5,sm_87,1,431,30,295,0,11,LOW,1.0,15.455,0.823,0.0,AI_TRAINING,170,187,74,10,1,160,10,0,0,0,0,8,0,0,16
00278_selective_atomic_norm_base_base.ptx,26.0,8.5,sm_87,1,611,42,488,0,75,MEDIUM,1.0,0.347,3.149,0.0,HPC_REDUCTION,352,106,153,60,15,18,8,0,0,0,20,12,0,0,36
00278_tiled_dot_kernel_base.ptx,6.55,8.5,sm_87,1,127,33,46,0,12,LOW,1.0,1.167,1.538,0.0,HPC_STENCIL,54,34,39,11,1,9,5,0,0,0,0,6,0,0,11
00279_coalesced_memory_access_layernorm_base.ptx,9.81,8.5,sm_87,1,205,33,104,0,25,LOW,1.0,0.16,2.828,0.0,HPC_REDUCTION,93,36,76,20,5,2,2,0,0,0,0,6,0,0,12
00279_minimal_sync_linear_kernel_base_base.ptx,8.45,8.5,sm_87,1,186,37,107,0,12,LOW,1.0,0.167,4.143,0.0,HPC_REDUCTION,76,22,88,11,1,1,1,0,0,0,0,6,0,0,14
00280_bmm_tiled_workload_balanced_base.ptx,6.78,8.5,sm_87,1,129,22,63,0,3,LOW,1.0,11.333,1.162,0.0,AI_TRAINING,51,43,35,2,1,32,2,0,0,0,0,2,0,0,5
00280_optimized_reduction_base.ptx,10.9,8.5,sm_87,2,239,29,60,0,8,LOW,1.0,0.5,4.75,0.0,HPC_REDUCTION,71,26,142,6,2,2,2,0,0,0,0,8,0,0,12
00280_streamed_layernorm_overlap_base.ptx,10.06,8.5,sm_87,1,217,34,104,0,25,LOW,1.0,0.16,3.241,0.0,HPC_REDUCTION,105,36,76,20,5,2,2,0,0,0,0,9,0,0,12
00281_warp_only_layernorm_base.ptx,9.49,8.5,sm_87,1,217,30,102,0,25,LOW,1.0,0.0,4.12,0.0,HPC_REDUCTION,112,30,75,20,5,0,0,0,0,0,0,11,0,0,10
00282_shm_warp_reduce_layernorm_base.ptx,14.39,8.5,sm_87,1,338,37,175,0,25,LOW,1.0,0.72,3.186,0.0,HPC_REDUCTION,155,48,135,20,5,14,4,0,0,0,0,9,0,0,19
00284_bmm_tiled_workload_balanced_edit_1.ptx,17.03,8.5,sm_87,1,432,30,295,0,11,LOW,1.0,15.455,0.829,0.0,AI_TRAINING,171,187,74,10,1,160,10,0,0,0,0,8,0,0,16
00284_warp_aligned_mlp_base.ptx,6.72,8.5,sm_87,2,134,30,55,0,14,LOW,1.0,0.0,3.357,0.0,HPC_REDUCTION,56,23,55,12,2,0,0,0,0,0,0,7,0,0,8
00285_fast_3_deepnarrowmlp_optimized_base.ptx,8.89,8.5,sm_87,2,183,31,46,0,8,LOW,1.0,0.5,4.417,0.0,HPC_REDUCTION,69,24,90,6,2,2,2,0,0,0,0,8,0,0,18
00285_unrolled_streamed_bmm_base.ptx,7.03,8.5,sm_87,1,132,22,63,0,3,LOW,1.0,11.333,1.216,0.0,AI_TRAINING,53,44,35,2,1,32,2,0,0,0,0,2,0,0,5
00286_optimized_shm_warp_base.ptx,8.97,8.5,sm_87,2,205,30,53,0,8,LOW,1.0,0.5,4.25,0.0,HPC_REDUCTION,65,22,118,6,2,2,2,0,0,0,0,8,0,0,14
00286_tiled_unrolled_modular_base.ptx,6.35,8.5,sm_87,1,122,26,79,0,3,LOW,1.0,7.333,1.72,0.0,AI_TRAINING,51,31,40,2,1,20,2,0,0,0,0,1,0,0,5
00288_warp_aligned_mlp_edit_1.ptx,6.77,8.5,sm_87,2,134,31,55,0,14,LOW,1.0,0.0,3.357,0.0,HPC_REDUCTION,56,23,55,12,2,0,0,0,0,0,0,7,0,0,8
00289_fast_3_deepnarrowmlp_optimized_edit_1.ptx,8.92,8.5,sm_87,2,183,31,46,0,8,LOW,1.0,0.5,4.417,0.0,HPC_REDUCTION,69,24,90,6,2,2,2,0,0,0,0,8,0,0,18
00289_unrolled_streamed_bmm_edit_1.ptx,7.05,8.5,sm_87,1,132,22,63,0,3,LOW,1.0,11.333,1.216,0.0,AI_TRAINING,53,44,35,2,1,32,2,0,0,0,0,2,0,0,5
00290_optimized_shm_warp_edit_1.ptx,8.99,8.5,sm_87,2,205,30,53,0,8,LOW,1.0,0.5,4.25,0.0,HPC_REDUCTION,65,22,118,6,2,2,2,0,0,0,0,8,0,0,14
00291_uniform_control_flow_optimization_base.ptx,9.21,8.5,sm_87,2,201,30,53,0,8,LOW,1.0,0.5,4.25,0.0,HPC_REDUCTION,63,22,116,6,2,2,2,0,0,0,0,8,0,0,12
00292_streamed_mlp_overlap_base.ptx,8.99,8.5,sm_87,2,205,30,53,0,8,LOW,1.0,0.5,4.25,0.0,HPC_REDUCTION,65,22,118,6,2,2,2,0,0,0,0,8,0,0,14
00293_bmm_tiled_manual_unroll_base.ptx,6.84,8.5,sm_87,1,129,22,63,0,3,LOW,1.0,11.333,1.162,0.0,AI_TRAINING,51,43,35,2,1,32,2,0,0,0,0,2,0,0,5
00293_optimized_modular_device_base.ptx,8.41,8.5,sm_87,2,179,29,44,0,8,LOW,1.0,0.0,5.625,0.0,HPC_REDUCTION,61,24,94,6,2,0,0,0,0,0,0,8,0,0,18
00295_bmm_tiled_shared_memory_optimized_base.ptx,6.94,8.5,sm_87,1,129,22,63,0,3,LOW,1.0,11.333,1.162,0.0,AI_TRAINING,51,43,35,2,1,32,2,0,0,0,0,2,0,0,5
00295_uniform_control_flow_optimization_edit_1.ptx,12.05,8.5,sm_87,2,293,31,69,0,24,LOW,1.0,0.167,4.179,0.0,HPC_REDUCTION,133,38,122,22,2,2,2,0,0,0,0,24,0,0,16
00296_streamed_mlp_overlap_edit_1.ptx,9.01,8.5,sm_87,2,205,30,53,0,8,LOW,1.0,0.5,4.25,0.0,HPC_REDUCTION,65,22,118,6,2,2,2,0,0,0,0,8,0,0,14
00297_bmm_tiled_manual_unroll_edit_1.ptx,6.86,8.5,sm_87,1,129,22,63,0,3,LOW,1.0,11.333,1.162,0.0,AI_TRAINING,51,43,35,2,1,32,2,0,0,0,0,2,0,0,5
00297_optimized_modular_device_edit_1.ptx,8.43,8.5,sm_87,2,179,29,44,0,8,LOW,1.0,0.0,5.625,0.0,HPC_REDUCTION,61,24,94,6,2,0,0,0,0,0,0,8,0,0,18
00299_bmm_tiled_shared_memory_optimized_edit_1.ptx,8.68,8.5,sm_87,1,177,22,111,0,3,LOW,1.0,22.0,0.855,0.0,AI_TRAINING,67,75,35,2,1,64,2,0,0,0,0,2,0,0,5
00300_warp_level_mlp_base.ptx,9.3,8.5,sm_87,2,209,26,44,0,24,LOW,1.0,0.0,3.125,0.0,HPC_REDUCTION,87,34,88,22,2,0,0,0,0,0,0,12,0,0,12
00301_coalesced_batched_matrix_multiplication_base.ptx,5.18,8.5,sm_87,1,88,23,44,0,11,LOW,1.0,0.0,3.636,0.0,HPC_LINEAR_ALGEBRA,47,17,24,10,1,0,0,0,0,0,0,6,0,0,6
00302_pipelined_mlp_with_streams_base.ptx,30.89,8.5,sm_87,2,919,31,218,0,72,MEDIUM,1.0,0.056,4.434,0.0,HPC_REDUCTION,409,86,424,70,2,2,2,0,0,0,0,62,0,0,72
00303_coalesced_bmm_base.ptx,4.87,8.5,sm_87,1,91,23,45,0,11,LOW,1.0,0.0,3.636,0.0,HPC_LINEAR_ALGEBRA,48,18,25,10,1,0,0,0,0,0,0,6,0,0,6
00304_warp_level_mlp_edit_1.ptx,9.33,8.5,sm_87,2,209,26,44,0,24,LOW,1.0,0.0,3.125,0.0,HPC_REDUCTION,87,34,88,22,2,0,0,0,0,0,0,12,0,0,12
00306_pipelined_mlp_with_streams_edit_1.ptx,30.92,8.5,sm_87,2,919,31,218,0,72,MEDIUM,1.0,0.056,4.434,0.0,HPC_REDUCTION,409,86,424,70,2,2,2,0,0,0,0,62,0,0,72
00307_coalesced_bmm_edit_1.ptx,4.78,8.5,sm_87,1,88,23,44,0,11,LOW,1.0,0.0,3.636,0.0,HPC_LINEAR_ALGEBRA,47,17,24,10,1,0,0,0,0,0,0,6,0,0,6
00307_unified_linear_relu_kernel_base.ptx,6.55,8.5,sm_87,1,124,32,55,0,12,LOW,1.0,0.0,3.667,0.0,HPC_REDUCTION,53,20,51,11,1,0,0,0,0,0,0,6,0,0,8
00309_coalesced_bmm_stride_base.ptx,6.1,8.5,sm_87,1,132,26,66,0,16,LOW,1.0,0.0,3.75,0.0,HPC_STENCIL,73,22,37,14,2,0,0,0,0,0,0,8,0,0,13
00311_unified_linear_relu_kernel_edit_1.ptx,6.57,8.5,sm_87,1,124,32,55,0,12,LOW,1.0,0.0,3.667,0.0,HPC_REDUCTION,53,20,51,11,1,0,0,0,0,0,0,6,0,0,8
00311_unrolled_tiled_bmm_v2_base.ptx,6.49,8.5,sm_87,1,132,23,63,0,3,LOW,1.0,11.333,1.162,0.0,AI_TRAINING,51,43,38,2,1,32,2,0,0,0,0,1,0,0,5
00312_tiled_batched_matmul_base.ptx,6.52,8.5,sm_87,1,129,22,63,0,3,LOW,1.0,11.333,1.162,0.0,AI_TRAINING,51,43,35,2,1,32,2,0,0,0,0,2,0,0,5
00315_block_size_tuning_optimized_base.ptx,11.97,8.5,sm_87,2,293,31,69,0,24,LOW,1.0,0.167,4.179,0.0,HPC_REDUCTION,133,38,122,22,2,2,2,0,0,0,0,24,0,0,16
00316_block_size_experimentation_base.ptx,11.96,8.5,sm_87,2,293,31,69,0,24,LOW,1.0,0.167,4.179,0.0,HPC_REDUCTION,133,38,122,22,2,2,2,0,0,0,0,24,0,0,16
00316_tiled_batched_matmul_edit_1.ptx,6.54,8.5,sm_87,1,129,22,63,0,3,LOW,1.0,11.333,1.162,0.0,AI_TRAINING,51,43,35,2,1,32,2,0,0,0,0,2,0,0,5
00317_tiled_bmm_2d_block_opt_base.ptx,6.54,8.5,sm_87,1,129,22,63,0,3,LOW,1.0,11.333,1.162,0.0,AI_TRAINING,51,43,35,2,1,32,2,0,0,0,0,2,0,0,5
00318_modular_bmm_base.ptx,6.5,8.5,sm_87,1,130,23,64,0,3,LOW,1.0,11.333,1.189,0.0,AI_TRAINING,52,43,35,2,1,32,2,0,0,0,0,2,0,0,5
00319_block_size_tuning_optimized_edit_1.ptx,12.2,8.5,sm_87,2,300,32,72,0,24,LOW,1.0,0.167,4.25,0.0,HPC_REDUCTION,133,38,129,22,2,2,2,0,0,0,0,24,0,0,14
00319_tiled_bmm_optimal_config_base.ptx,8.56,8.5,sm_87,1,185,25,111,0,3,LOW,1.0,22.0,0.884,0.0,AI_TRAINING,69,75,41,2,1,64,2,0,0,0,0,1,0,0,5
00321_tiled_bmm_2d_block_opt_edit_1.ptx,6.46,8.5,sm_87,1,125,22,63,0,3,LOW,1.0,11.333,1.135,0.0,AI_TRAINING,49,43,33,2,1,32,2,0,0,0,0,3,0,0,5
00322_modular_bmm_edit_1.ptx,7.05,8.5,sm_87,1,147,25,80,0,7,LOW,1.0,5.429,0.978,0.0,AI_TRAINING,52,51,44,6,1,32,6,0,0,0,0,2,0,0,9
00323_3_deepnarrowmlp_unroll_base.ptx,16.06,8.5,sm_87,2,397,29,109,0,104,MEDIUM,1.0,0.0,1.702,0.0,AI_TRAINING,201,118,78,102,2,0,0,0,0,0,0,20,0,0,22
00323_tiled_bmm_optimal_config_edit_1.ptx,8.58,8.5,sm_87,1,185,25,111,0,3,LOW,1.0,22.0,0.884,0.0,AI_TRAINING,69,75,41,2,1,64,2,0,0,0,0,1,0,0,5
00324_modular_kernel_base.ptx,9.25,8.5,sm_87,2,169,25,33,0,24,LOW,1.0,0.0,2.875,0.0,AI_TRAINING,83,38,48,22,2,0,0,0,0,0,0,12,0,0,12
00325_3_DeepNarrowMLP_optimized_indexing_base.ptx,8.6,8.5,sm_87,2,171,26,40,0,24,LOW,1.0,0.0,2.875,0.0,AI_TRAINING,81,38,52,22,2,0,0,0,0,0,0,4,0,0,12
00326_3_deepnarrow_mlp_warpopt_base.ptx,10.26,8.5,sm_87,2,225,28,67,0,24,LOW,1.0,0.0,2.792,0.0,AI_LLM,85,38,102,22,2,0,0,0,0,0,0,12,0,0,22
00326_aligned_ldg_bmm_opt_base.ptx,8.42,8.5,sm_87,1,180,25,113,0,3,LOW,1.0,22.0,0.855,0.0,AI_TRAINING,67,75,38,2,1,64,2,0,0,0,0,1,0,0,5
00327_constant_mem_bmm_base.ptx,8.27,8.5,sm_87,1,184,25,111,0,3,LOW,1.0,22.0,0.847,0.0,AI_TRAINING,69,75,40,2,1,64,2,0,0,0,0,1,0,0,5
00328_modular_kernel_edit_1.ptx,9.31,8.5,sm_87,2,169,25,33,0,24,LOW,1.0,0.0,2.875,0.0,AI_TRAINING,83,38,48,22,2,0,0,0,0,0,0,12,0,0,12
00329_warp_divergence_reduction_edit_1.ptx,8.8,8.5,sm_87,1,190,25,111,0,3,LOW,1.0,22.0,0.899,0.0,AI_TRAINING,70,75,45,2,1,64,2,0,0,0,0,1,0,0,5
00330_3_deepnarrow_mlp_warpopt_edit_1.ptx,9.5,8.5,sm_87,2,195,28,46,0,24,LOW,1.0,0.0,2.792,0.0,AI_LLM,81,38,76,22,2,0,0,0,0,0,0,12,0,0,12
00330_aligned_ldg_bmm_opt_edit_1.ptx,8.45,8.5,sm_87,1,180,25,113,0,3,LOW,1.0,22.0,0.855,0.0,AI_TRAINING,67,75,38,2,1,64,2,0,0,0,0,1,0,0,5
00331_3_deepnarrowmlp_stride_optimized_base.ptx,14.0,8.5,sm_87,2,310,30,60,0,52,MEDIUM,1.0,0.0,3.038,0.0,AI_TRAINING,182,66,62,40,12,0,0,0,0,0,0,28,0,0,24
00331_constant_mem_bmm_edit_1.ptx,8.3,8.5,sm_87,1,184,25,111,0,3,LOW,1.0,22.0,0.847,0.0,AI_TRAINING,69,75,40,2,1,64,2,0,0,0,0,1,0,0,5
00332_3_deepnarrowmlp_unroll_prag_base.ptx,8.64,8.5,sm_87,2,169,25,33,0,24,LOW,1.0,0.0,2.875,0.0,AI_TRAINING,83,38,48,22,2,0,0,0,0,0,0,12,0,0,12
00333_3_convtranspose3d_sum_layernorm_avgpool_gelu_opt_block_base.ptx,2.82,8.5,sm_87,1,18,12,9,0,3,LOW,,0.0,1.0,0.0,AI_TRAINING,4,6,8,2,1,0,0,0,0,0,0,0,0,0,1
00333_3_deepnarrowmlp_stride_loop_base.ptx,13.08,8.5,sm_87,2,310,30,60,0,52,MEDIUM,1.0,0.0,3.038,0.0,AI_TRAINING,182,66,62,40,12,0,0,0,0,0,0,28,0,0,24
00333_flattened_grid_bmm_opt_base.ptx,8.74,8.5,sm_87,1,191,27,111,0,3,LOW,1.0,22.0,0.957,0.0,AI_TRAINING,74,75,42,2,1,64,2,0,0,0,0,1,0,0,5
00334_3_deepnarrow_mlp_grid_strided_base.ptx,14.95,8.5,sm_87,2,352,31,65,0,52,MEDIUM,1.0,0.0,3.308,0.0,AI_TRAINING,210,66,76,40,12,0,0,0,0,0,0,32,0,0,36
00334_constant_mem_bmm_opt_base_base.ptx,12.7,8.5,sm_87,1,302,25,219,0,5,LOW,1.0,26.4,0.721,0.0,AI_TRAINING,112,143,47,4,1,128,4,0,0,0,0,1,0,0,8
00337_3_convtranspose3d_sum_layernorm_avgpool_gelu_opt_block_edit_1.ptx,2.89,8.5,sm_87,1,19,13,9,0,3,LOW,,0.0,1.0,0.0,HPC_LINEAR_ALGEBRA,4,6,9,2,1,0,0,0,0,0,0,0,0,0,1
00337_3_deepnarrowmlp_stride_loop_edit_1.ptx,13.1,8.5,sm_87,2,310,30,60,0,52,MEDIUM,1.0,0.0,3.038,0.0,AI_TRAINING,182,66,62,40,12,0,0,0,0,0,0,28,0,0,24
00338_constant_mem_bmm_opt_base_edit_1.ptx,8.24,8.5,sm_87,1,177,25,113,0,3,LOW,1.0,22.0,0.819,0.0,AI_TRAINING,67,75,35,2,1,64,2,0,0,0,0,1,0,0,5
00339_3_convtranspose3d_sum_layernorm_avgpool_gelu_shared_mem_base.ptx,3.11,8.5,sm_87,1,23,16,9,0,3,LOW,,0.667,0.6,0.0,HPC_LINEAR_ALGEBRA,5,8,10,2,1,1,1,0,0,0,0,0,0,0,2
00339_3_deepnarrowmlp_streampipe_base.ptx,8.58,8.5,sm_87,2,169,25,33,0,24,LOW,1.0,0.0,2.875,0.0,AI_TRAINING,83,38,48,22,2,0,0,0,0,0,0,12,0,0,12
00340_3_convtranspose3d_sum_layernorm_avgpool_gelu_opt_ldg_align_base.ptx,4.11,8.5,sm_87,2,37,15,14,0,6,LOW,,0.0,1.5,0.0,AI_TRAINING,11,12,14,4,2,0,0,0,0,0,0,0,0,0,2
00340_modular_kernel_restrict_opt_base.ptx,16.52,8.5,sm_87,2,385,28,104,0,104,MEDIUM,1.0,0.0,1.606,0.0,AI_TRAINING,191,118,76,102,2,0,0,0,0,0,0,20,0,0,22
00341_3_convtranspose3d_sum_layernorm_avgpool_gelu_opt_grid_stride_base.ptx,4.5,8.5,sm_87,1,69,24,46,0,11,LOW,,0.0,2.182,0.0,AI_TRAINING,30,14,25,6,5,0,0,0,0,0,0,0,0,0,6
00341_4_Matrix_vector_multiplication_.ptx,15.26,8.5,sm_87,2,184,32,48,0,22,LOW,1.0,0.0,3.455,0.0,HPC_LINEAR_ALGEBRA,88,38,58,20,2,0,0,0,0,0,0,10,0,0,12
00341_aligned_ldg_mlp_base_base.ptx,10.35,8.5,sm_87,2,205,25,57,0,24,LOW,1.0,0.0,4.625,0.0,AI_TRAINING,125,38,42,22,2,0,0,0,0,0,0,18,0,0,12
00342_3_convtranspose3d_sum_layernorm_avgpool_gelu_opt_shared_add_base.ptx,3.25,8.5,sm_87,1,23,16,9,0,3,LOW,,0.667,0.6,0.0,HPC_REDUCTION,5,8,10,2,1,1,1,0,0,0,0,0,0,0,2
00342_3_deepnarrowmlp_1dindex_base.ptx,8.51,8.5,sm_87,2,163,25,33,0,24,LOW,1.0,0.0,3.042,0.0,AI_TRAINING,85,38,40,22,2,0,0,0,0,0,0,12,0,0,12
